name,age,monthly income,ns1,ns2,ns3,city(made-up),nationality,sb,gender,phone,marital status,current employment status,most recent occupation,dbms,visualization tools,experience(in years),days_since_applying,continent,num_skills
Karen Anderson,41.6,87240.0,b,1,002,East Jacquelineview,France,False,missing,(433)775-6553x89317,married,missing,"Nurse, mental health",missing,R,7,1090.0,Europe,2
Michele Rogers,65.0,90873.0,b,0,001,Timothystad,Eritrea,True,Other,001-342-633-3248x0654,missing,missing,Barrister,missing,Tableau,0,288.0,Africa,2
Andrew Gutierrez,42.452599388379205,28324.0,missing,0,003,North Joelberg,Heard Island and McDonald Islands,False,M,763-376-2827x1271,missing,missing,Chartered loss adjuster,Python,Tableau,1,539.2338129496403,Antarctica,2
Sarah Rosario,44.8,142845.0,missing,0,missing,South Jeffreyhaven,Azerbaijan,True,M,566-237-7878,married,unemployed,Gaffer,Python,R,7,45.0,Asia,2
Kimberly Ramirez,43.6,79178.0,a,1,002,Friedmanland,Angola,True,F,451-888-8593x761,missing,freelancer,"Conservator, furniture",SQL,missing,7,593.0,Africa,2
Barbara Blair,42.452599388379205,127914.0,c,0,missing,Higginshaven,Uganda,True,F,862.495.6343x4708,missing,missing,"Psychologist, occupational",missing,R,1,539.2338129496403,Africa,2
David Garcia,53.0,66562.0,missing,0,missing,Port Robertbury,Iraq,True,M,3854225986,missing,freelancer,Data processing manager,missing,R,2,176.0,Asia,2
Sharon Johnson,46.6,137054.0,missing,0,abc,Deborahbury,Ukraine,False,M,(408)455-4370,missing,unemployed,Biomedical scientist,Python,PowerBI,5,122.99999999999994,Europe,2
Jeff Brown,50.8,117744.0,b,1,missing,South Kelly,United Kingdom,True,missing,(237)565-0459,missing,unemployed,Biomedical scientist,Python,missing,2,1075.0,Europe,2
Kyle Williams,42.452599388379205,43960.0,a,0,002,Helenmouth,Burundi,True,missing,+1-783-579-8408x7009,married,missing,Broadcast journalist,missing,PowerBI,7,539.2338129496403,Africa,2
Gregory Kennedy,42.452599388379205,134233.0,b,0,001,New Katie,Tanzania,True,M,001-508-563-3342x348,missing,unemployed,Corporate treasurer,SQL,missing,4,539.2338129496403,Africa,2
John Diaz,35.2,6081.0,missing,0,002,Jamesmouth,Kyrgyz Republic,True,M,023-308-9453,missing,employed,"Embryologist, clinical",Python,PowerBI,4,245.0,Asia,2
Tony Ortiz,61.0,32805.0,c,0,001,Lake Kennethport,Montenegro,True,missing,001-335-988-7147,missing,missing,Web designer,Python,missing,10,797.0,Europe,2
Ryan Brady,39.0,90174.0,c,0,001,Cartermouth,Croatia,True,Other,152-649-3724,single,missing,Hospital doctor,missing,missing,1,451.20000000000005,Europe,2
Adam Brooks,34.0,109573.0,b,1,002,Willietown,China,False,missing,001-737-308-8753x6412,missing,unemployed,Hydrologist,Excel,R,7,1024.0,Asia,2
Veronica Mcgrath,42.452599388379205,30195.0,c,0,002,Cynthiaborough,Aruba,True,missing,(633)115-7710,missing,freelancer,Audiological scientist,missing,missing,6,539.2338129496403,North America,2
Jennifer Lopez,42.452599388379205,116677.0,b,1,missing,Kaylafurt,Argentina,True,missing,(148)190-1682,married,unemployed,Press photographer,missing,missing,10,539.2338129496403,South America,2
Lindsay Barr,51.0,25757.0,missing,1,002,Christinaport,Svalbard & Jan Mayen Islands,False,Other,001-504-353-2614x222,missing,freelancer,Personnel officer,missing,PowerBI,8,1048.0,Unknown,2
Dawn Vaughn,48.4,113270.0,b,0,missing,Port Lauraville,Philippines,True,Other,(793)171-0299,single,missing,Clinical molecular geneticist,Excel,PowerBI,10,695.0,Asia,2
Roger Scott PhD,29.0,114117.0,b,0,missing,Donaldbury,Botswana,True,missing,4149865794,missing,freelancer,Higher education careers adviser,SQL,Tableau,2,584.8,Africa,2
Kenneth Hall,35.2,32873.0,missing,0,001,Smithfurt,Bahamas,True,missing,001-216-026-9360x30269,single,unemployed,"Presenter, broadcasting",missing,missing,6,235.0,North America,2
Mallory Beck,42.452599388379205,99562.0,missing,1,001,Haleymouth,Timor-Leste,False,F,202-896-7714x1018,married,employed,"Engineer, biomedical",Excel,Tableau,0,539.2338129496403,Unknown,2
Tanya Salazar,38.0,119239.0,missing,0,001,Lake Robert,Czech Republic,True,missing,(550)139-9792x92278,missing,missing,"Administrator, local government",Excel,PowerBI,2,679.0,Europe,2
Kimberly Moore,42.452599388379205,128598.0,a,0,missing,Lake Michael,Marshall Islands,False,F,711-849-9628x31692,missing,employed,Research scientist (maths),Python,PowerBI,1,539.2338129496403,Oceania,2
Jessica Johnston,42.452599388379205,81224.0,a,0,abc,Jennifershire,Guatemala,True,missing,576.334.6981x22016,missing,unemployed,"Engineer, chemical",Excel,missing,0,539.2338129496403,North America,2
Scott Jenkins,42.452599388379205,114350.0,missing,1,abc,East Kristy,Canada,True,missing,+1-843-553-2996x799,missing,employed,Chartered loss adjuster,SQL,R,3,539.2338129496403,North America,2
David Christian,41.4,93906.0,missing,0,003,East Don,British Indian Ocean Territory (Chagos Archipelago),True,missing,(520)337-7791x4724,missing,missing,Office manager,SQL,missing,3,86.0,Unknown,2
Alyssa Ayala,49.6,38841.0,c,0,002,Karenchester,Oman,True,M,(353)609-3987x78529,missing,freelancer,Field seismologist,SQL,Tableau,8,426.0,Asia,2
Kenneth Hernandez,44.2,46577.0,c,0,001,East Codyberg,Lithuania,True,Other,(077)005-4318x2650,single,missing,Chiropodist,SQL,PowerBI,8,807.0,Europe,2
Lisa Cardenas,44.8,17235.0,missing,1,002,Jeffersonside,Jordan,True,M,297-807-3027,missing,employed,Town planner,Excel,missing,9,49.0,Asia,2
Gary White,53.0,35948.0,a,0,002,New Jenniferburgh,Kyrgyz Republic,True,missing,(563)122-0456,missing,employed,Industrial/product designer,SQL,R,5,411.2,Asia,2
Catherine Espinoza,25.0,6726.0,a,0,003,Port Dana,French Polynesia,True,missing,+1-033-885-3600x8515,single,freelancer,Medical laboratory scientific officer,Python,missing,5,501.6,Oceania,2
Michael Rodriguez,60.0,143844.0,missing,0,002,Marcview,Central African Republic,True,missing,+1-386-852-5663x5481,missing,missing,"Production assistant, radio",Python,PowerBI,7,14.0,Africa,2
Jacob Hart,42.452599388379205,27224.0,c,0,abc,New Beverly,New Zealand,False,missing,108.184.9293x49466,missing,employed,Electronics engineer,SQL,missing,0,539.2338129496403,Oceania,2
Lisa Moore,42.452599388379205,114918.0,missing,0,003,Quinnland,French Southern Territories,True,Other,169-221-1940,missing,missing,Research scientist (physical sciences),missing,Tableau,6,539.2338129496403,Unknown,2
Cindy Miller,59.0,120905.0,c,1,002,Branchland,Cayman Islands,True,M,001-502-563-6993x8409,missing,missing,Psychotherapist,SQL,missing,8,540.0,North America,2
Drew Tyler,31.0,141665.0,c,0,001,Reginamouth,Congo,True,missing,0148072996,missing,unemployed,Marine scientist,Python,missing,8,528.2,Africa,2
Jacqueline Thompson,64.0,138037.0,c,1,001,Matthewburgh,Anguilla,True,missing,8910927314,single,missing,IT sales professional,Python,Tableau,9,865.0,North America,2
Kathleen Anderson,42.452599388379205,66299.0,c,1,003,Andrewport,Ukraine,False,missing,458.642.6897x73563,married,employed,Insurance account manager,Python,missing,9,539.2338129496403,Europe,2
Adam Walker,36.2,116592.0,missing,1,001,Flynnmouth,Georgia,True,missing,2406576386,missing,unemployed,Health service manager,missing,PowerBI,5,574.0,Asia,2
Michelle Christensen,42.452599388379205,108489.0,b,0,abc,South Gabrielport,Venezuela,True,missing,(845)741-7513,missing,missing,Building control surveyor,SQL,Tableau,8,539.2338129496403,South America,2
Dana Cross,42.452599388379205,139528.0,missing,1,missing,Martinfort,Puerto Rico,False,missing,335.519.6851x5149,single,unemployed,"Production assistant, radio",missing,R,1,539.2338129496403,North America,2
Michelle Smith,44.0,80914.0,a,0,002,Lake Breannaton,Malaysia,True,Other,658.897.7300,missing,freelancer,Dispensing optician,Python,missing,0,978.0,Asia,2
Mary Cohen,42.452599388379205,84996.0,b,0,002,New Judymouth,Svalbard & Jan Mayen Islands,True,M,(264)890-5920x332,missing,employed,"Loss adjuster, chartered",Excel,missing,7,539.2338129496403,Unknown,2
Matthew Bell,42.452599388379205,103908.0,missing,0,002,East Sharishire,Sierra Leone,False,missing,+1-360-387-4686x1327,missing,missing,"Engineer, drilling",missing,Tableau,5,539.2338129496403,Africa,2
James Wilson,42.452599388379205,66032.0,missing,0,missing,New Mark,Anguilla,True,missing,001-523-503-3499x99918,missing,employed,Archaeologist,SQL,PowerBI,9,539.2338129496403,North America,2
Marc Jones,42.452599388379205,27322.0,a,0,missing,Lake Matthew,Jamaica,True,missing,+1-245-202-5716x118,married,missing,Glass blower/designer,missing,PowerBI,1,539.2338129496403,North America,2
Angela Stuart,52.0,58950.0,a,0,abc,Lake Lynn,Wallis and Futuna,True,missing,(243)550-3518,missing,missing,Retail buyer,missing,PowerBI,7,990.0,Oceania,2
Robert Rivers,33.2,143386.0,c,1,003,West Barbara,India,True,M,+1-394-942-5470x52885,married,freelancer,Arts administrator,SQL,Tableau,4,356.0,Asia,2
Debra Lopez,42.452599388379205,20443.0,c,0,001,Whiteton,Malta,True,Other,+1-284-561-4105x8826,single,freelancer,Human resources officer,SQL,missing,5,539.2338129496403,Europe,2
Nichole Wall,42.0,66994.0,missing,0,missing,North Michelleside,Macedonia,True,M,+1-929-869-5539,single,freelancer,"Administrator, arts",missing,missing,6,574.0,Europe,2
Laurie Snyder,48.0,9881.0,b,0,missing,Lake Crystal,Austria,True,F,351.882.0345,married,freelancer,Ceramics designer,missing,missing,7,660.0,Europe,2
Mark Barnes,43.8,42320.0,c,0,002,Moorebury,Madagascar,False,missing,+1-861-210-3659,missing,employed,Chartered legal executive (England and Wales),Excel,missing,9,213.0,Africa,2
Holly Martinez,59.0,131402.0,b,0,003,Port Abigail,Solomon Islands,True,Other,001-199-670-9840,married,missing,Production manager,missing,R,0,996.0,Oceania,2
Ethan Patterson,42.452599388379205,28518.0,missing,1,002,Tuckerberg,Tajikistan,True,missing,6961244471,missing,freelancer,TEFL teacher,Python,missing,4,539.2338129496403,Asia,2
Christopher Gilbert,39.2,91103.0,a,0,missing,West Jessica,British Virgin Islands,True,missing,889-783-0198x5751,single,employed,"Administrator, arts",SQL,missing,8,332.0,North America,2
James Smith,42.452599388379205,25322.0,missing,1,missing,South Randallmouth,Hungary,True,M,049.629.4421x3365,missing,missing,"Engineer, energy",Python,missing,2,539.2338129496403,Europe,2
Steven Jones,18.0,55591.0,missing,1,002,Keithberg,Italy,True,Other,(693)533-1796x71615,missing,unemployed,Metallurgist,Excel,missing,10,607.2,Europe,2
Michael Davis,63.0,100158.0,a,1,abc,East Jessica,Dominica,False,M,001-410-450-6323,missing,employed,Naval architect,Python,missing,8,646.0,North America,2
Brittany Burch,42.2,51013.0,b,0,002,Port Rebeccafort,Ghana,True,F,+1-807-266-1531,married,missing,"Buyer, industrial",Python,Tableau,10,798.0,Africa,2
Mr. Carlos Black Jr.,42.452599388379205,123994.0,a,1,missing,West Jeffrey,Papua New Guinea,True,Other,(085)101-1947,missing,freelancer,Arts administrator,Excel,missing,7,539.2338129496403,Oceania,2
Alex Gonzales,37.4,63863.0,a,1,abc,West Valerie,Myanmar,True,Other,(911)014-9802x0574,missing,unemployed,Tourist information centre manager,Python,PowerBI,9,142.0,Asia,2
Travis Adams,65.0,70531.0,a,0,003,Steeleberg,Taiwan,True,M,+1-172-594-3042x6871,single,employed,Music tutor,missing,missing,0,760.4,Asia,2
Danielle Rogers,42.4,129145.0,a,0,001,Tammymouth,El Salvador,True,missing,685.975.2622x29390,single,missing,"Engineer, electrical",missing,missing,1,411.0,North America,2
Angela Jones,37.8,20908.0,a,1,003,Lake Robert,Sao Tome and Principe,True,F,(858)248-1063x6007,missing,employed,Accommodation manager,Python,missing,10,389.0,Africa,2
Joseph Brooks,22.0,82310.0,missing,1,001,Lake Heatherborough,Myanmar,True,F,704-033-9213x783,single,missing,Physiotherapist,missing,missing,6,1092.0,Asia,2
Stephen Estes,57.0,11808.0,missing,0,003,Lake Bailey,Montserrat,False,M,337.993.4331,single,missing,Equality and diversity officer,Excel,missing,3,120.0,North America,2
Leslie Davis,42.452599388379205,115364.0,missing,0,abc,Lake Shelbyview,Anguilla,False,F,002-472-0635,single,employed,Media buyer,SQL,R,9,539.2338129496403,North America,2
Stephen Herman,48.4,146857.0,c,0,abc,Robertsview,Luxembourg,True,missing,001-579-347-1991x4313,missing,freelancer,Contractor,Excel,missing,9,1019.0,Europe,2
Sarah Chan,61.0,19314.0,missing,0,002,Matthewchester,Palestinian Territory,False,F,(056)874-2341x9249,missing,unemployed,Trade union research officer,missing,missing,9,776.0,Unknown,2
Donald Howell,42.452599388379205,83546.0,missing,0,002,Lopezton,Malaysia,True,missing,+1-547-323-6104x92693,missing,unemployed,Clinical research associate,Excel,Tableau,3,539.2338129496403,Asia,2
Robert Brown,57.0,91904.0,missing,0,abc,West Courtneyhaven,Paraguay,False,M,170-378-4763,single,employed,Geoscientist,Python,PowerBI,8,323.0,South America,2
Christopher Mckinney,42.452599388379205,99348.0,a,1,002,Greenfurt,Nepal,False,Other,6401285867,married,freelancer,Furniture conservator/restorer,SQL,R,8,539.2338129496403,Asia,2
Robert Barnett,29.0,73626.0,b,1,missing,South Shawnhaven,Zambia,False,missing,459.021.3764,single,freelancer,Fashion designer,SQL,R,7,251.0,Africa,2
Philip Chavez,42.0,118696.0,b,1,002,Mcdanielport,Pitcairn Islands,False,F,(164)869-2230,missing,freelancer,Arboriculturist,Python,missing,6,852.0,Unknown,2
Katherine Soto,33.0,145369.0,b,0,003,Claymouth,Syrian Arab Republic,False,M,(431)327-8874,missing,unemployed,Clothing/textile technologist,missing,missing,7,522.0,Asia,2
Douglas Long,64.0,22006.0,c,0,abc,Ramirezland,Timor-Leste,True,missing,+1-814-758-6923x313,missing,unemployed,Plant breeder/geneticist,Python,R,8,605.2,Unknown,2
Helen Tapia,42.452599388379205,110105.0,a,0,002,North Brian,Uzbekistan,False,missing,514-942-3035,missing,unemployed,Occupational therapist,Python,missing,6,539.2338129496403,Asia,2
Tracie Smith,41.4,40213.0,b,1,abc,Christopherport,Montserrat,True,F,346-854-2153x9418,single,missing,Secretary/administrator,missing,missing,5,88.0,North America,2
Kenneth Klein,42.452599388379205,135427.0,c,1,abc,West Helenport,British Virgin Islands,True,F,541-545-5304x610,married,freelancer,Translator,Excel,R,1,539.2338129496403,North America,2
Vernon Price,42.452599388379205,77463.0,a,1,001,Torresland,Sierra Leone,True,Other,058-342-0979,married,freelancer,Architectural technologist,SQL,R,4,539.2338129496403,Africa,2
Justin Hernandez,37.2,41140.0,missing,1,001,Adamsfurt,Montenegro,True,Other,5040260024,missing,missing,"Therapist, speech and language",missing,PowerBI,7,954.0,Europe,2
Anthony Turner,50.0,60017.0,missing,0,missing,West Jesus,Korea,True,missing,001-119-734-3925x02473,single,freelancer,Broadcast engineer,SQL,missing,6,691.8,Unknown,2
Mary Turner,42.452599388379205,41424.0,c,1,missing,East Mary,Macao,True,missing,020.273.4904x80006,missing,freelancer,Public relations officer,SQL,missing,6,539.2338129496403,Asia,2
Ronald Tyler,42.452599388379205,11092.0,a,0,002,Port Brandonstad,Indonesia,True,missing,024.112.3222x076,missing,missing,Physiotherapist,SQL,missing,1,539.2338129496403,Asia,2
Hector Wolfe,42.0,123367.0,b,1,002,Angelaberg,Uganda,True,missing,8963583687,single,missing,Television camera operator,missing,PowerBI,2,309.0,Africa,2
Michelle Coffey,37.4,81311.0,missing,1,abc,Port Alexa,Syrian Arab Republic,True,Other,886-729-6488,single,unemployed,Patent examiner,Python,missing,6,374.0,Asia,2
David Garcia,25.0,23025.0,missing,0,002,Lindsaytown,Bulgaria,False,Other,941-962-7018x4408,missing,unemployed,"Copywriter, advertising",missing,missing,4,501.6,Europe,2
Kara Mccormick,42.452599388379205,6951.0,c,0,001,Wendyview,France,True,missing,3739842605,missing,missing,"Psychologist, clinical",missing,missing,7,539.2338129496403,Europe,2
Sean Hart,38.6,124618.0,c,1,abc,North Zacharyville,Malaysia,False,missing,+1-628-379-4680,married,missing,Pathologist,missing,missing,6,256.0,Asia,2
Matthew Lucas,42.452599388379205,16446.0,a,0,003,Michaelmouth,Wallis and Futuna,True,M,001-183-562-7580x62662,married,missing,Public house manager,missing,missing,1,539.2338129496403,Oceania,2
Melissa Spears,22.0,90462.0,missing,0,002,New Lisastad,Switzerland,True,F,619.565.7709x4642,single,missing,"Loss adjuster, chartered",Excel,PowerBI,10,902.0,Europe,2
Austin Jackson,42.452599388379205,109685.0,a,1,001,Brentstad,Serbia,True,Other,6350088462,married,freelancer,Materials engineer,missing,missing,7,539.2338129496403,Europe,2
Cameron Baker,37.4,119746.0,c,0,003,Port Colin,Burkina Faso,False,F,+1-526-345-1108x4180,single,unemployed,Conference centre manager,Python,PowerBI,8,145.0,Africa,2
William Flores,43.0,7938.0,b,0,abc,Reginaport,Christmas Island,True,F,6516612179,single,missing,Barrister,SQL,missing,0,58.0,Asia,2
Misty Short,43.6,85825.0,missing,1,missing,North Suzannemouth,British Virgin Islands,True,M,+1-730-148-3511,married,unemployed,Theme park manager,Python,Tableau,3,594.0,North America,2
Jacob Rojas,36.2,93373.0,a,1,002,Port Kurt,Christmas Island,True,F,+1-116-411-1126x03638,married,employed,Engineering geologist,missing,missing,1,885.0,Asia,2
Steven Bartlett,43.4,147004.0,missing,1,001,Port Russellburgh,Aruba,False,F,338-422-3138,missing,freelancer,Industrial/product designer,SQL,PowerBI,6,598.0,North America,2
Paul Shelton,38.0,62696.0,b,1,missing,South Leonard,Papua New Guinea,True,M,+1-363-951-4047,married,missing,"Administrator, education",Python,missing,7,556.2,Oceania,2
Jonathan Collins,42.452599388379205,29836.0,c,1,missing,Goodmantown,Hong Kong,False,Other,(904)225-6082x40036,missing,missing,Psychiatrist,Excel,R,0,539.2338129496403,Asia,2
Timothy Vasquez,42.452599388379205,65928.0,missing,0,missing,Mcgeemouth,Liberia,True,F,001-353-646-6772x3349,single,freelancer,Secretary/administrator,SQL,missing,3,539.2338129496403,Africa,2
Jonathon Howard,23.0,82755.0,a,0,abc,West Maryton,Chile,False,M,001-826-793-6119,missing,freelancer,Chartered accountant,SQL,R,5,981.0,South America,2
Jennifer Walters,42.452599388379205,80616.0,a,0,missing,North Amy,Israel,True,Other,(862)647-9284x129,married,missing,Archivist,Excel,Tableau,10,539.2338129496403,Asia,2
Joseph Rhodes MD,64.0,141700.0,c,0,abc,Yangbury,Saint Barthelemy,True,M,403.534.4448x8010,single,unemployed,Environmental consultant,Excel,Tableau,3,605.2,Unknown,2
Kelly Baker,23.0,58575.0,a,0,001,East Monica,Hungary,True,missing,001-955-100-2842,married,unemployed,Lawyer,SQL,missing,2,707.0,Europe,2
Patrick Sherman,50.199999999999996,57796.0,b,0,001,Shieldshaven,French Polynesia,True,missing,421-500-6023x7840,married,missing,Education administrator,missing,missing,8,176.0,Oceania,2
Cassie Pierce,42.8,131353.0,a,1,abc,New Catherine,Aruba,True,Other,(904)736-7515x41377,married,missing,Energy manager,SQL,R,6,288.0,North America,2
Kimberly Clark,43.4,131050.0,b,0,002,Lake Steven,Malta,True,F,+1-028-579-1156x89476,married,employed,Technical brewer,Excel,missing,5,598.0,Europe,2
Todd Carrillo,42.452599388379205,102817.0,missing,0,003,Alexanderfurt,Antarctica (the territory South of 60 deg S),True,missing,+1-246-450-2508x42081,single,missing,Medical physicist,missing,Tableau,3,539.2338129496403,Unknown,2
Reginald Green,42.8,133089.0,c,1,missing,Richardmouth,Chad,True,missing,(232)349-9413,married,unemployed,Civil Service administrator,missing,PowerBI,5,76.0,Africa,2
Jessica Bennett,46.8,43766.0,b,0,abc,Port Matthewchester,Malta,False,Other,001-137-231-4410x57744,married,employed,Archaeologist,Excel,PowerBI,10,183.0,Europe,2
David Salinas,42.452599388379205,26062.0,missing,0,abc,New Eric,Macedonia,False,missing,659.003.3590x210,missing,missing,"Accountant, chartered",missing,missing,9,539.2338129496403,Europe,2
Kathy Richardson,50.2,95280.0,c,1,missing,East Joshuabury,Myanmar,False,missing,001-864-584-1689x24188,missing,employed,Geographical information systems officer,SQL,missing,0,1040.0,Asia,2
Joseph Dunlap,42.452599388379205,80586.0,missing,0,002,Port Christyland,Congo,True,F,(032)646-3961,married,unemployed,Administrator,missing,Tableau,8,539.2338129496403,Africa,2
Michelle Warren,52.8,20461.0,c,0,003,East Sarah,Seychelles,True,missing,680-090-7359,single,unemployed,Maintenance engineer,Excel,R,1,17.0,Africa,2
Sydney Harrison,42.2,66546.0,missing,0,missing,Maryhaven,Bosnia and Herzegovina,True,M,+1-735-487-5130,missing,employed,Media buyer,missing,PowerBI,1,799.0,Europe,2
Larry Howell,51.0,74687.0,missing,0,003,Port Hannah,Mauritania,True,Other,(969)931-2288,missing,freelancer,Administrator,SQL,R,10,725.8,Africa,2
Lynn Hernandez,36.4,91574.0,b,1,abc,Cherylview,Central African Republic,True,F,+1-213-758-0914x58610,single,missing,Probation officer,Python,Tableau,5,567.0,Africa,2
Valerie Walker,42.452599388379205,54266.0,a,0,001,Port Billyshire,Guatemala,True,M,986.485.2451,missing,missing,"Engineer, structural",SQL,missing,7,539.2338129496403,North America,2
Emily Nguyen,33.2,129812.0,b,1,003,Mcintyrechester,Turks and Caicos Islands,False,F,001-621-542-5458x3932,single,unemployed,"Psychologist, clinical",missing,PowerBI,4,352.0,North America,2
Eric Collier,38.0,35324.0,missing,0,002,East Stephenville,Zimbabwe,False,F,(779)404-8723x8329,single,employed,Health visitor,missing,PowerBI,2,682.0,Africa,2
Christopher Bradshaw,41.8,129859.0,b,0,missing,East Stevenfort,Guatemala,True,M,(774)756-9141x4526,missing,unemployed,"Accountant, chartered management",missing,missing,1,138.00000000000006,North America,2
Richard Clark,42.452599388379205,119547.0,a,0,003,Petersonbury,Estonia,True,Other,001-929-044-8006x6358,single,employed,Rural practice surveyor,Python,missing,3,539.2338129496403,Europe,2
Austin Gonzales,45.0,87148.0,missing,0,missing,Alexanderberg,Bahamas,True,Other,+1-414-979-8279x4685,married,missing,Insurance broker,missing,R,5,1062.0,North America,2
David Nixon,42.452599388379205,32940.0,missing,1,missing,New Michaelland,Central African Republic,True,Other,(646)065-3920,missing,unemployed,Financial adviser,missing,missing,2,539.2338129496403,Africa,2
Patricia Cooper,36.0,85974.0,missing,1,003,North Martin,Brunei Darussalam,True,F,4574088891,missing,missing,Facilities manager,Excel,R,2,282.0,Asia,2
Jose Stafford,42.0,18779.0,c,0,missing,North Lee,Albania,True,Other,6995440499,married,employed,Network engineer,missing,missing,5,983.0,Europe,2
Lauren Fischer,36.6,107514.0,b,0,missing,Joneston,Zimbabwe,True,Other,719-158-8762,married,missing,Emergency planning/management officer,missing,PowerBI,2,642.0,Africa,2
Chad Mcdaniel,55.0,47911.0,c,0,missing,Nathanmouth,Poland,True,Other,001-711-949-4427x9664,married,unemployed,Ceramics designer,SQL,PowerBI,5,689.0,Europe,2
David Waller,54.0,116964.0,c,1,001,South Jeremychester,India,True,missing,443-483-4569x62259,single,employed,"Therapist, speech and language",missing,R,9,180.99999999999994,Asia,2
Jose Phillips,42.452599388379205,36143.0,a,1,abc,Angelaland,Falkland Islands (Malvinas),True,missing,001-253-287-7073x744,missing,employed,Air traffic controller,missing,missing,4,539.2338129496403,South America,2
Jeffrey Wood,47.4,35573.0,b,1,abc,Lake Anthonytown,Isle of Man,False,M,425.580.8013x5478,missing,freelancer,Dietitian,Excel,missing,2,40.0,Europe,2
Raymond Clark,42.452599388379205,37829.0,b,0,001,Donaldchester,Greenland,False,missing,789-305-0208,single,missing,Network engineer,missing,missing,8,539.2338129496403,North America,2
Casey Smith,42.452599388379205,37529.0,a,1,002,Carriestad,French Polynesia,False,M,(471)049-5541,missing,freelancer,"Accountant, chartered public finance",Excel,PowerBI,2,539.2338129496403,Oceania,2
Courtney Brown,34.4,72308.0,a,1,001,West Eric,Timor-Leste,True,Other,(125)554-3800,married,missing,"Secretary, company",Excel,Tableau,4,132.0,Unknown,2
Jordan Phillips,42.452599388379205,133566.0,c,0,003,Lake Lucasfurt,Singapore,False,M,(979)748-3236,single,unemployed,"Psychologist, educational",Excel,Tableau,2,539.2338129496403,Asia,2
Robert Miller,31.0,99126.0,b,0,missing,Mercedesfort,Malta,True,M,6674908730,missing,freelancer,Animal nutritionist,missing,Tableau,6,528.2,Europe,2
Theodore Henson,42.452599388379205,42550.0,missing,0,001,Stoneberg,Tajikistan,True,F,+1-818-479-1632,missing,missing,"Conservation officer, nature",missing,missing,2,539.2338129496403,Asia,2
Willie Mcintyre,42.452599388379205,69880.0,b,1,001,New Jacob,Guinea-Bissau,True,missing,(048)774-5256,single,freelancer,Dramatherapist,Excel,R,5,539.2338129496403,Africa,2
Michael Russell,27.0,103869.0,a,1,001,West Scottchester,Macedonia,True,F,+1-412-914-1705x12798,missing,missing,Youth worker,missing,PowerBI,8,1061.0,Europe,2
Susan Soto,35.2,30969.0,a,0,003,West Mandy,Latvia,True,F,167.020.6977x794,missing,missing,Photographer,missing,Tableau,4,871.0,Europe,2
Vanessa Sellers,46.2,42400.0,missing,0,missing,East Bruce,Netherlands Antilles,True,M,(636)190-7118,missing,unemployed,"Pharmacist, community",missing,missing,7,294.0,Unknown,2
Michael Martin,42.452599388379205,77305.0,missing,0,missing,Philipton,Niue,False,Other,824-307-5623x0767,single,freelancer,Geochemist,missing,R,1,539.2338129496403,Oceania,2
Jeffrey Boone,23.0,48283.0,a,1,missing,Port Duanehaven,Taiwan,True,missing,+1-111-886-7352x84464,single,missing,Tourist information centre manager,missing,Tableau,7,343.0,Asia,2
Benjamin Williams,42.452599388379205,111291.0,a,0,002,East Brandonborough,Russian Federation,True,missing,001-097-705-3893,missing,unemployed,"Runner, broadcasting/film/video",missing,missing,0,539.2338129496403,Europe,2
Nicholas Navarro,46.0,50826.0,b,0,002,West Robert,Puerto Rico,True,M,001-463-376-6770x907,missing,missing,Games developer,SQL,R,1,672.0,North America,2
Melissa Elliott,61.0,35897.0,b,1,abc,Hillville,Hungary,True,Other,191-951-0645,single,missing,Planning and development surveyor,missing,Tableau,4,797.0,Europe,2
Tommy Hoffman,50.0,132996.0,a,0,001,Scottport,Mongolia,True,Other,(071)094-7722x9730,missing,employed,"Buyer, retail",Excel,R,2,691.8,Asia,2
Shawn Lin,40.0,56785.0,b,0,missing,New Laurie,Cote d'Ivoire,False,missing,+1-727-721-6833x0606,missing,employed,Systems developer,SQL,R,3,73.0,Unknown,2
Paul Brooks,37.8,52757.0,missing,1,001,Port Caitlyn,French Guiana,True,missing,+1-586-081-6944x020,married,freelancer,Environmental education officer,missing,PowerBI,5,140.0,South America,2
Emily Clark,30.0,40043.0,missing,1,missing,Port Adamburgh,Saint Martin,True,M,001-515-934-9862,married,missing,Corporate treasurer,Python,PowerBI,6,641.0,North America,2
Kimberly Owens,45.2,109825.0,missing,1,002,Dianeborough,Holy See (Vatican City State),True,M,252-974-2075,married,unemployed,Personnel officer,Python,missing,0,267.0,Unknown,2
Renee Rodriguez,33.0,7104.0,missing,0,003,Velasquezchester,Burundi,True,missing,1858866436,missing,unemployed,"Scientist, research (medical)",missing,Tableau,8,151.99999999999994,Africa,2
Angela Flores,36.2,69842.0,missing,0,abc,East Cristianstad,Seychelles,True,missing,001-780-552-9710,married,unemployed,Careers adviser,missing,Tableau,3,577.0,Africa,2
Michael Riggs,41.4,55378.0,c,1,001,Andrewsberg,Syrian Arab Republic,False,M,+1-230-734-5827x53014,missing,missing,"Engineer, production",missing,R,10,88.0,Asia,2
Samantha Waters,42.452599388379205,138657.0,missing,1,003,South Paulshire,Vanuatu,True,Other,9800554053,missing,freelancer,"Psychotherapist, dance movement",missing,Tableau,5,539.2338129496403,Oceania,2
